osmid,lat,lon
1027243656,40.961756,28.8359366
1027243661,40.9623961,28.8353251
1027243667,40.9632287,28.8345828
1027243690,40.9633723,28.8346429
1027243711,40.9632293,28.8342821
1027243738,40.965408,28.8433601
1027243740,40.9652832,28.8433057
1027243752,40.9650943,28.8423468
1027243767,40.9615498,28.8405857
1027243792,40.9612915,28.8403038
1027243800,40.9607057,28.8395817
1027243802,40.9618956,28.8382405
1027243805,40.9625068,28.8374545
1027243807,40.9631252,28.8367628
1027243827,40.961108,28.8378125
1027243837,40.9600953,28.8386125
1027243849,40.9614533,28.8374581
1027243873,40.9648208,28.8371193
1027243884,40.9641733,28.838133
1027243890,40.96224,28.841262
1027243893,40.9621329,28.8411613
1027243919,40.9593974,28.8353134
1027243925,40.9576363,28.8310202
1027243960,40.9581272,28.8239291
1027243966,40.9583676,28.8238817
1027244013,40.9631612,28.8420206
1027244016,40.9629265,28.8418343
1027244032,40.9635974,28.8410102
1027244048,40.9638589,28.840551
1027244084,40.9644881,28.8384518
1027244090,40.9654188,28.8393785
1027244092,40.9655991,28.8396084
1027244144,40.9631135,28.8397843
1027244162,40.9636613,28.8389259
1027244168,40.9647769,28.8372185
1027244209,40.9664982,28.8389301
1027244213,40.9663819,28.8392251
1027244225,40.9649062,28.840249
1027244233,40.9663047,28.8389788
1027244252,40.9648174,28.8401109
1027244258,40.9660772,28.838624
1027244278,40.9645994,28.8412257
1027244343,40.9616477,28.8278738
1027244854,40.9625394,28.8214258
1027244893,40.9661471,28.8399492
1027244937,40.9628996,28.8336788
1027244963,40.9656653,28.8382672
1027244986,40.9640338,28.8358199
1027245006,40.9630337,28.8336455
1027256583,40.9626504,28.8188049
1027256586,40.9622471,28.8188231
1027256635,40.9622422,28.8174655
1027256642,40.9617181,28.824755
1027256645,40.9619436,28.8213522
1027256646,40.9619501,28.8212334
1027256664,40.9626986,28.8174513
1027256667,40.9630819,28.8174294
1027256671,40.9632041,28.8188548
1027256715,40.961371,28.8213176
1027256716,40.9625526,28.8213114
1027256720,40.9624674,28.8213002
1027256722,40.9613798,28.8211539
1027256739,40.9628084,28.8183834
1027256783,40.9627809,28.8185051
1027256821,40.9609757,28.8271941
1027256823,40.960005,28.8270903
1027256824,40.9592774,28.8270436
1027256826,40.9587522,28.8270545
1027256828,40.9581299,28.8270671
1027256835,40.9587573,28.8262317
1027256847,40.9597209,28.8255602
1027256849,40.9601016,28.825468
1027256867,40.9610684,28.8257345
1027256870,40.9600885,28.8256712
1027256887,40.9611155,28.8250048
1027256890,40.9601339,28.824968
1027256908,40.9590416,28.8262637
1027256919,40.9588973,28.8245116
1027256926,40.9585321,28.8237831
1027256938,40.9620303,28.8270714
1027256941,40.9609908,28.8269562
1027256947,40.9610208,28.826483
1027256952,40.960043,28.8263766
1027256962,40.9592699,28.8262861
1027256967,40.958248,28.826166
1027256973,40.9593254,28.8276432
1027256976,40.9594234,28.8290627
1027257010,40.960988,28.8278129
1027257035,40.9580096,28.8208201
1027257044,40.9573994,28.8186774
1027257106,40.9599541,28.827709
1027257114,40.9620511,28.8279023
1027257131,40.9596912,28.8237513
1027257140,40.9601523,28.8246821
1027923680,40.991291,28.798174
1027923706,40.9923816,28.7979354
1027923730,40.9818351,28.78986
1027923731,40.9832127,28.7897095
1027923732,40.9838296,28.789623
1027923735,40.9847808,28.7893298
1027923736,40.9835528,28.7903249
1027923739,40.9840446,28.7904009
1027923740,40.9849521,28.7900301
1027923742,40.984245,28.79119
1027923743,40.9795919,28.7919249
1027923747,40.9811098,28.7934788
1027923750,40.982783,28.7917797
1027923751,40.9823854,28.7929395
1027923756,40.9832859,28.792087
1027923757,40.9828552,28.7932244
1027923759,40.9830047,28.7919176
1027923761,40.9820386,28.7913299
1027923762,40.9816005,28.7924617
1027923770,40.9843208,28.7927036
1027923778,40.9843766,28.7927357
1027923781,40.9853338,28.7916304
1027923783,40.9860256,28.790359
1027923786,40.9834064,28.7935385
1027923788,40.9818629,28.7926178
1027923789,40.9811354,28.7922161
1027923798,40.9818731,28.7940318
1027923801,40.9857694,28.7935999
1027923804,40.9858362,28.7935811
1027923819,40.9857727,28.7934163
1027923829,40.9857179,28.793506
1027923836,40.9850406,28.7974237
1027923841,40.9864075,28.7985818
1027923855,40.9852918,28.7932794
1027923857,40.9844865,28.79561
1027923862,40.9848058,28.7929908
1027923863,40.9839853,28.7953095
1027923874,40.9853801,28.7918114
1027923876,40.9863117,28.7914623
1027923879,40.9864737,28.7921275
1027923880,40.9867208,28.7931106
1027923889,40.9875679,28.7957024
1027923891,40.987259,28.7957183
1027923897,40.9855432,28.7924922
1027923922,40.9854074,28.7947296
1027923930,40.9872653,28.7902918
1027923935,40.98683,28.7900684
1027923937,40.9851354,28.7907584
1027923939,40.9837884,28.7923985
1027923940,40.9829985,28.7947155
1027923958,40.9868754,28.7895786
1027923964,40.9831559,28.7816532
1027923971,40.9813788,28.7909295
1027923993,40.9641662,28.8034984
1027924055,40.9818375,28.7954359
1027924074,40.963494,28.8082988
1027924075,40.9638755,28.8079289
1027924082,40.9638125,28.8087458
1027924137,40.956732,28.8207065
1027924142,40.9575172,28.819662
1027924143,40.9570842,28.8208485
1027924144,40.9571399,28.8212039
1027924152,40.9575815,28.8211618
1027924153,40.9576407,28.8213518
1027924156,40.9569368,28.8214677
1027924157,40.9568767,28.8212419
1027924158,40.9582509,28.8213248
1027924159,40.9577097,28.821536
1027924160,40.9566189,28.8216111
1027924161,40.9574363,28.8210997
1027924206,40.957896,28.8220832
1027924210,40.9586819,28.8181716
1027924214,40.9585242,28.8152565
1027924222,40.9606618,28.814626
1027924223,40.9611342,28.8149125
1027924234,40.9567491,28.8158915
1027924236,40.9575964,28.8162533
1027924243,40.9585042,28.8217481
1027924248,40.9576333,28.8223352
1027924267,40.9597818,28.814455
1027924269,40.9583195,28.8137625
1027924273,40.9576868,28.8134362
1027924303,40.9593313,28.816332
1027924306,40.9591695,28.815582
1027924323,40.9580488,28.8150105
1027924339,40.9584941,28.8204854
1027924343,40.958031,28.8184046
1027924350,40.9600341,28.8193961
1027924351,40.959916,28.8187896
1027924354,40.9594279,28.8162947
1027924355,40.9595665,28.8189079
1027924356,40.9598776,28.8160766
1027924362,40.9607744,28.8163557
1027924364,40.9595892,28.8217346
1027924365,40.9587745,28.8222008
1027924366,40.9602989,28.819281
1027924367,40.9605787,28.8203076
1027924368,40.9607959,28.8210082
1027924369,40.9599495,28.8194601
1027924370,40.9603946,28.8203888
1027924371,40.9604098,28.8217592
1027924381,40.9604494,28.8218926
1027924386,40.9597446,28.8222644
1027924396,40.972023,28.8033538
1027924414,40.95956,28.8216424
1027924419,40.9602839,28.821281
1027924426,40.9612957,28.8207325
1027924435,40.9605661,28.823934
1027924444,40.9606233,28.8225343
1027924446,40.9600202,28.8205602
1027924470,40.9610956,28.8200537
1027924473,40.9593509,28.8209125
1027924487,40.9624302,28.8227161
1027924490,40.9618599,28.8226569
1027924492,40.9612844,28.8225928
1027924500,40.9598249,28.822574
1027924501,40.9590092,28.8226046
1027924520,40.9893027,28.7985983
1027924525,40.9901953,28.7984157
1027924555,40.9878363,28.7954631
1027924556,40.9881318,28.7950471
1027924573,40.9728646,28.8012842
1027924574,40.9712743,28.8027825
1027924575,40.9837597,28.7951783
1027924576,40.9832569,28.7948791
1027924577,40.9764186,28.8018225
1027924584,40.9769857,28.8046168
1027924585,40.9827934,28.7945908
1027924586,40.9811066,28.7935646
1027924611,40.9850099,28.7959167
1027924617,40.9635537,28.8116825
1027924682,40.9736388,28.8049576
1027924690,40.9741905,28.7959218
1027924691,40.9743636,28.7942983
1027924701,40.9758723,28.7908488
1027924714,40.9734598,28.7896694
1027924721,40.9632812,28.8155042
1027924733,40.9609138,28.8191483
1027924739,40.9611142,28.8191222
1027924750,40.9630417,28.815269
1027924765,40.9579624,28.8149697
1027924766,40.9583535,28.8166524
1027924769,40.9590935,28.8201241
1027924771,40.9601073,28.8236013
1027924776,40.9574101,28.8170328
1027924789,40.9561473,28.8177921
1027924793,40.9573426,28.8177916
1027924794,40.9619878,28.8203281
1027924805,40.9619277,28.8189074
1027924852,40.9597542,28.8178591
1027924854,40.960891,28.8173204
1033539782,40.9844412,28.7879683
1033539785,40.9853607,28.787607
1033539800,40.9857235,28.7859462
1033539809,40.9851817,28.7870062
1033539871,40.9823356,28.7835389
1033539888,40.9831732,28.7869525
1033539895,40.9825912,28.7845593
1033539924,40.9732761,28.7958405
1033539934,40.9737733,28.7937953
1033539936,40.9729669,28.7937157
1033539949,40.9717889,28.7950254
1033539956,40.9722157,28.793612
1033539978,40.9717092,28.7935233
1033540001,40.976762,28.794161
1033540005,40.9763316,28.7960543
1033540010,40.9772923,28.7966857
1033540021,40.9779481,28.7945179
1033540027,40.9764991,28.7974239
1033540030,40.9764426,28.7984011
1033540087,40.9747867,28.7961686
1033540091,40.9751893,28.7963113
1033540097,40.9757486,28.7953974
1033540100,40.9752996,28.7977276
1033540102,40.9752721,28.7980561
1033540110,40.9760689,28.7979818
1033540123,40.9761192,28.7958362
1033540129,40.9760718,28.7983252
1033540135,40.9762268,28.7939136
1033540136,40.9758418,28.7955123
1033540150,40.9791315,28.7933362
1033540155,40.9788485,28.7946266
1033540159,40.9790411,28.7938578
1033540174,40.975674,28.7920374
1033540180,40.9760698,28.7933764
1033540182,40.9759516,28.7937145
1033540185,40.9753427,28.7949352
1033540187,40.9750063,28.7955226
1033540195,40.974698,28.7966679
1033540197,40.9745181,28.7978023
1033540201,40.9742998,28.7950655
1033540209,40.9740819,28.7965002
1033540247,40.9795869,28.7946705
1033540249,40.9798228,28.7949409
1033540256,40.9807491,28.7951287
1033540264,40.9811796,28.7952121
1033540273,40.9808083,28.7940183
1033540284,40.9808968,28.7934496
1033540289,40.9805895,28.7955463
1033540298,40.9807368,28.7961731
1033540307,40.9789062,28.7952981
1033540314,40.979577,28.7958146
1033540319,40.9788151,28.7956394
1033540342,40.9779952,28.7970402
1033540384,40.9710978,28.7931492
1033540405,40.9790351,28.7946451
1033540409,40.9784306,28.796353
1033540419,40.9768607,28.7985482
1033540437,40.9820736,28.7941554
1033540438,40.9820473,28.7942646
1033540441,40.9811585,28.7980141
1033540459,40.9812025,28.7940497
1033540470,40.9809304,28.7940398
1033540474,40.981207,28.7951333
1033540502,40.9777819,28.799516
1033540508,40.9791814,28.800155
1033540699,40.9794983,28.8012124
1033540777,40.9772443,28.7996555
1033540926,40.9805143,28.7973595
1033540979,40.9806718,28.8002256
1033540987,40.9802622,28.8011064
1033540992,40.9799627,28.8017504
1033541001,40.9794869,28.8030089
1033541006,40.9794154,28.8031556
1033541016,40.9788507,28.8036948
1033541048,40.9786389,28.802727
1033541055,40.978904,28.8028642
1033541103,40.9796878,28.8007606
1033541193,40.9729566,28.8024227
1033541221,40.9745856,28.8021629
1033541224,40.9747397,28.801235
1033541271,40.9779638,28.8024055
1033541275,40.9765591,28.8043513
1033541289,40.9764502,28.8032347
1033541308,40.9757019,28.8037649
1064675536,40.9797194,28.783664
1064675537,40.9803281,28.7841808
1064675568,40.9801065,28.7767629
1064675570,40.9801168,28.7769884
1064675575,40.9819357,28.777784
1064675576,40.9818945,28.7783148
1064675588,40.9797245,28.7764654
1064675589,40.9821518,28.779759
1064675593,40.9821996,28.7805145
1064675594,40.9824263,28.7799588
1064675595,40.9825954,28.7795679
1064675596,40.9819512,28.779613
1064675597,40.9781533,28.7821013
1064675600,40.978517,28.7813618
1064675601,40.9839517,28.7791517
1064675605,40.9835391,28.7797707
1064675609,40.983986,28.7804944
1064675611,40.9830499,28.7796199
1064675620,40.9812385,28.7780681
1064675621,40.9811548,28.7781303
1064675622,40.9828908,28.7808468
1064675629,40.9789665,28.7761696
1064675631,40.9789024,28.7758781
1064675632,40.9778644,28.780476
1064675634,40.9778332,28.7810093
1064675639,40.9781323,28.7809166
1064675640,40.9796287,28.7836913
1064675641,40.9797924,28.7829829
1064675651,40.9793399,28.7794271
1064675654,40.9787912,28.7786531
1064675655,40.9808942,28.7827971
1064675656,40.979002,28.7830724
1064675661,40.9803458,28.7784457
1064675668,40.9792585,28.7778688
1064675671,40.979385,28.7769082
1064675677,40.9773608,28.7777598
1064675678,40.9778661,28.7784017
1064675688,40.9794222,28.7804702
1064675699,40.9803329,28.7821374
1064675707,40.9807656,28.7802668
1064675708,40.9807452,28.7801335
1064675736,40.9773909,28.7794331
1064675750,40.9767512,28.7785723
1064675787,40.9774327,28.7816131
1064675873,40.9810727,28.7823625
1064675876,40.9798858,28.7819983
1064675914,40.9806414,28.7833992
1064675948,40.9858665,28.7769256
1064676028,40.9815119,28.7799388
1064676029,40.9815252,28.7800714
1064676038,40.9816029,28.7800537
1064676039,40.9815902,28.7799121
1064676672,40.9776011,28.7751613
1064676977,40.9746747,28.7826647
1064676994,40.972981,28.7880587
1064676995,40.9727534,28.7888003
1064677015,40.9730438,28.7887058
1064677023,40.9735279,28.7895629
1064677024,40.9736885,28.7897439
1064677041,40.9795295,28.7757507
1141127938,40.9819675,28.8387018
1141127950,40.9851056,28.829985
1141127959,40.9834657,28.8345736
1141128037,40.9835021,28.8349913
1141128047,40.9829971,28.8369215
1141128050,40.9848943,28.8238215
1141128095,40.9849829,28.8263552
1293894141,40.9859034,28.8198543
1293894198,40.9853311,28.8196451
1352530497,40.9855769,28.8259224
1352530508,40.9858059,28.8257941
1352530510,40.9858493,28.8257706
1352551306,40.9937413,28.8149301
1352551362,40.9942923,28.8148483
1492588307,40.9618031,28.8235309
1492588309,40.9623375,28.823607
1492588310,40.9619052,28.8218461
1492588311,40.9624962,28.8219187
1492588312,40.9612382,28.82345
1754904429,40.9594859,28.8352904
1785651793,40.9774829,28.8503235
1841824812,40.9828513,28.8211559
1841824882,40.9861101,28.8204959
1841824887,40.9868759,28.8189015
1841824892,40.9872732,28.8186396
1857599945,40.9852886,28.783288
1857603477,40.9855474,28.7852857
1857618909,40.9863621,28.7882747
1857734476,40.9873983,28.7966812
1857844904,40.9979793,28.7979281
1857854051,40.9738826,28.797582
1857854056,40.9769635,28.7985898
1857917050,40.994443,28.8157389
1857917052,40.994681,28.8153601
1857917102,40.9963027,28.8137715
1857917187,40.9995432,28.810176
1857929597,40.9931161,28.8193427
1857937358,40.9927254,28.8247189
1859103710,40.9909683,28.8388684
1859103713,40.9910522,28.8385842
1859103742,40.9911245,28.8388112
1859103849,40.9919051,28.8388114
1859103852,40.9919298,28.8384024
1859103856,40.9920287,28.8362588
1859108033,40.9915081,28.8486743
1931512505,40.9861054,28.8193949
1931512588,40.9884079,28.8192771
1931523090,40.991076,28.8385958
1969992660,40.9779428,28.8824196
2112679826,40.9875582,28.8361304
2112691561,40.9907953,28.8297567
2244746098,40.9646107,28.8040277
2244746104,40.9647468,28.8023714
2244746147,40.9655133,28.8025422
2244746172,40.9662148,28.8034079
2244746180,40.9665619,28.7984513
2244746190,40.9670023,28.7993208
2244746196,40.9670381,28.8028728
2244746202,40.9674696,28.8000962
2244746211,40.9681271,28.8030791
2244746220,40.967917,28.800958
2244746229,40.9681346,28.7969957
2244746235,40.9683694,28.8017722
2244746243,40.9685803,28.7978257
2244746246,40.9688133,28.8026028
2244746260,40.9690024,28.7986516
2244746268,40.9694431,28.7994661
2244746271,40.9691128,28.8031535
2244746274,40.9696506,28.7954918
2244746285,40.9694226,28.8032837
2244746295,40.9700832,28.7950201
2244746302,40.9701038,28.7963057
2244746315,40.9703651,28.8011284
2244746324,40.9705365,28.7971847
2244746345,40.9708263,28.8019315
2244746351,40.9710297,28.7953903
2244746354,40.9710007,28.7980223
2244746359,40.9714523,28.7987944
2244746363,40.9715767,28.7920512
2244746366,40.9716786,28.8035085
2244746376,40.971912,28.799634
2244746389,40.9723521,28.8004787
2244746393,40.9725882,28.7960678
2244746400,40.9728331,28.7973254
2244746402,40.9729965,28.8006073
2244746403,40.9731282,28.8031825
2244746404,40.9731842,28.796765
2244746405,40.9732968,28.799576
2244746413,40.9749665,28.8033024
2244746420,40.9792912,28.7998233
2244746421,40.9797761,28.7980421
2244746422,40.979913,28.8001215
2244990993,40.9818256,28.7848681
2244990994,40.9823592,28.7958113
2244990998,40.9826747,28.7883319
2245030117,40.9814828,28.8377672
2245030156,40.981774,28.8376068
2245030261,40.9840516,28.8389034
2245030292,40.9841894,28.8384636
2245030569,40.9876903,28.8648436
2245030656,40.9885856,28.8404554
2245030843,40.9926913,28.8562777
2245030887,40.9934636,28.8587769
2245056676,40.9913538,28.8257765
2245056684,40.9918669,28.824247
2245056702,40.992131,28.8344135
2245056706,40.9922686,28.8325157
2245070454,40.9832722,28.8693737
2245070474,40.9835996,28.8805376
2245070479,40.9839667,28.8805758
2245070484,40.9838562,28.8815738
2245070486,40.9842141,28.8815554
2245070489,40.9842655,28.8805879
2245070503,40.9860249,28.8803317
2245070569,40.9938205,28.8663741
2245070578,40.9938869,28.866563
2245070584,40.9942621,28.8660886
2245070590,40.9942701,28.8748208
2246163383,40.9564855,28.8166865
2246163551,40.9597667,28.8088834
2246163607,40.9600956,28.8091126
2246163623,40.9601862,28.8090087
2246163643,40.9602649,28.8091302
2246163677,40.9608474,28.8098488
2246163724,40.9633651,28.8131907
2246163915,40.9703541,28.8727928
2246163917,40.9703628,28.8720004
2246163925,40.9704928,28.8720369
2246163990,40.971351,28.8719325
2246163994,40.9713633,28.8745015
2246164062,40.9719629,28.8736589
2246164123,40.9723901,28.8744643
2246164371,40.9754843,28.8499922
2246164406,40.975721,28.8527305
2246164697,40.9773964,28.8503477
2246164827,40.9785458,28.8765421
2246164852,40.9790658,28.875607
2246164854,40.9791163,28.8764733
2246164862,40.9793527,28.8764422
2246164877,40.9795824,28.86837
2246164959,40.9804418,28.8763757
2246362891,40.9953573,28.8670052
2246362894,40.9954403,28.8663044
2271469472,40.9835947,28.8659928
2364065038,41.0019964,28.8874379
2364065047,40.9999481,28.8862273
2364065083,41.0035454,28.891661
2364065087,41.0000012,28.8861519
2365290889,40.9897444,28.8711026
2365290891,40.9916564,28.8702554
2365290893,40.9923725,28.8700114
2365290898,40.9926752,28.86944
2365290907,40.9967874,28.8692211
2365310144,40.9947138,28.8764899
2365310146,40.9950798,28.8765732
2368203153,40.9945646,28.8854303
2368203154,40.9946573,28.8850234
2368203169,40.9981169,28.8870655
2370422433,40.990962,28.8296581
2370491674,40.9873483,28.7914233
2371873288,40.9886354,28.7987546
2372029852,40.9941586,28.8661466
2372029858,40.9948603,28.8651117
2372029861,40.9948407,28.8656443
2380758443,40.975189,28.782219
2380758444,40.977285,28.7753583
2380758447,40.9775502,28.775926
2380758464,40.9785319,28.7788453
2380758510,40.9801018,28.7770765
2380758525,40.9803555,28.7764307
2380758598,40.9810708,28.7776076
2380758727,40.9823907,28.7806642
2380763662,40.9865501,28.7924442
2380790711,40.971755,28.7956458
2380790713,40.9719874,28.7894459
2380790718,40.9722421,28.7892742
2380790719,40.9722971,28.7885357
2380790721,40.9725196,28.789605
2380790733,40.9726729,28.7890619
2380790738,40.9732049,28.7932748
2380790743,40.9736327,28.7925993
2380790776,40.9756892,28.7905191
2380790819,40.9774594,28.8004407
2380790838,40.9805214,28.7965969
2380790858,40.9823844,28.786988
2380806666,40.9644982,28.8086133
2380806669,40.9647773,28.8048938
2380806704,40.9728843,28.804925
2380806708,40.9734817,28.8044296
2380806709,40.973591,28.8047057
2380806710,40.9733409,28.8050745
2380806711,40.9739669,28.8049811
2380806721,40.9769528,28.8047545
2380806724,40.9770241,28.8043448
2380817065,40.9634393,28.8131927
2380830059,40.9571751,28.8216157
2380830091,40.9624596,28.8214121
2380932367,40.9599753,28.8230998
2380932369,40.9606052,28.823154
2380932373,40.9612553,28.8199714
2380932379,40.9632403,28.8238174
2380938889,40.9569108,28.8331413
2381936227,40.9947346,28.878607
2381937670,40.9935825,28.8741793
2382034303,40.9782571,28.8843384
2382094022,40.9780009,28.876908
2382094023,40.9778658,28.876925
2382883694,40.9797782,28.8817222
2382883699,40.9879761,28.8844483
2382891970,40.9819239,28.8810795
2382891990,40.9828418,28.8849534
2382891993,40.9829389,28.8673778
2382891996,40.983134,28.8674911
2382891998,40.9833168,28.8666238
2382892004,40.9851197,28.8781601
2382892007,40.9855193,28.8781888
2382892008,40.98566,28.8791402
2382892009,40.9861948,28.8806083
2382892011,40.9865578,28.8789333
2382892012,40.9867694,28.8688281
2382892013,40.9867668,28.8804162
2382892059,40.9876433,28.8797986
2382892060,40.9877567,28.8788853
2382892070,40.9884605,28.8859253
2382892076,40.9885338,28.8852664
2382892079,40.9887787,28.8851474
2382892085,40.9889156,28.8814436
2382892086,40.9889509,28.8809468
2382892091,40.9893041,28.878635
2382892093,40.9893475,28.8821001
2382907921,40.980137,28.8689049
2382907933,40.9860362,28.8722513
2382907934,40.9880424,28.8720198
2382907935,40.9881389,28.8755632
2382907936,40.9885434,28.8755834
2382909864,40.9770381,28.872422
2382909865,40.9770805,28.8728527
2382909866,40.97718,28.8734535
2382909867,40.9772415,28.8740106
2382917895,40.9723635,28.8719545
2382917903,40.9725052,28.874327
2382917963,40.9753752,28.8757699
2382917964,40.9757183,28.875683
2382917965,40.9769988,28.8743988
2382917966,40.9770676,28.8748324
2382917967,40.9772925,28.8743357
2382923574,40.9827854,28.8557273
2382923588,40.9833864,28.8563061
2382923590,40.9836317,28.8554723
2382923592,40.9839109,28.8535489
2382923594,40.9839179,28.8538484
2382923600,40.9859154,28.8554682
2382923602,40.9859165,28.856107
2382923605,40.9860939,28.8567863
2382930353,40.9764968,28.8613472
2382930394,40.9772229,28.8656128
2382930395,40.977189,28.8585432
2382930404,40.9775345,28.8555555
2382930406,40.9775371,28.8569565
2382930409,40.9776321,28.8554756
2382930410,40.9776589,28.8569561
2382930420,40.9780551,28.8637277
2382930432,40.9784862,28.8622807
2382930434,40.9785279,28.8624547
2382943935,40.9860116,28.844207
2382943941,40.986312,28.8490476
2382943953,40.9865458,28.8504113
2382943960,40.9866483,28.844143
2382943962,40.9866706,28.8442076
2382943965,40.9867379,28.8442093
2382943985,40.9869361,28.8451796
2382943987,40.9869376,28.8458069
2382971030,40.9756452,28.8524448
2382971055,40.9781077,28.8511982
2382971059,40.9787103,28.8497148
2382971063,40.9792598,28.8507265
2382971067,40.9793525,28.8495385
2382971070,40.9794026,28.8493593
2382971072,40.9794643,28.8499265
2382971073,40.9794842,28.8518687
2382971077,40.9795763,28.8498578
2382971078,40.9796088,28.8503353
2382971083,40.9797337,28.8518015
2382971084,40.9797868,28.8518335
2382971091,40.980101,28.8482347
2382971093,40.980421,28.848257
2382971203,40.9842856,28.8532704
2382971243,40.9850605,28.8516985
2382971247,40.985147,28.8502969
2382971251,40.985261,28.8485162
2382971252,40.9852977,28.8498205
2382977987,40.9584198,28.8347921
2382977988,40.959278,28.837144
2382982579,40.963866,28.8377611
2382982580,40.9644903,28.8368248
2382982581,40.9650639,28.8375875
2385196537,40.9553508,28.8210898
2385196539,40.9556516,28.8215438
2385196543,40.956614,28.8211648
2385196565,40.9579766,28.8220317
2385196602,40.963115,28.8238573
2385196610,40.9638148,28.8357914
2385196612,40.9639071,28.835944
2385196613,40.9639515,28.8356753
2385196617,40.964358,28.8409962
2385196686,40.969477,28.8346515
2385196688,40.9695142,28.8344728
2385196952,40.9865623,28.8304619
2385236873,40.9641586,28.8041697
2385236888,40.9646156,28.8035864
2385236890,40.9645919,28.8039029
2385258236,40.9657388,28.8381296
2385258237,40.9658572,28.8384447
2385258240,40.9659009,28.8382779
2385258241,40.9665414,28.8388366
2498920245,40.9716779,28.8694226
2702515649,41.0003895,28.8857843
2810640403,40.9794783,28.7837365
2810650905,40.9791519,28.7796018
3153018925,40.9773669,28.8824587
3178628117,40.9646765,28.8342599
3178628129,40.9639203,28.8335792
3178628131,40.9827172,28.8379193
3178628132,40.9823377,28.8377631
3178643365,40.9765131,28.8577761
3283907246,40.9953766,28.8880356
3432185396,40.9699189,28.8002803
3448836567,40.9777309,28.8523827
3723183911,40.9738258,28.8372816
3723183912,40.9737445,28.8374404
3926855706,40.9788941,28.8507606
3968165741,40.9602618,28.8389096
4104770089,40.9952535,28.8720619
4519705612,40.9645367,28.8428421
4519705613,40.9653321,28.8418329
4519737439,40.9592356,28.8378956
4586888655,40.9937045,28.8757589
4586888656,40.9948481,28.874607
4586889197,40.9998065,28.8863845
4589727643,40.9988754,28.8861895
4605476987,40.9847275,28.8704208
4621146980,40.9858928,28.8442119
4621146983,40.9864283,28.850415
4621154613,40.987549,28.8721504
4621154616,40.9850364,28.8722921
4859033658,40.9777992,28.8516566
4859033660,40.9798936,28.8516668
4916333187,40.9797539,28.8707731
4966123087,40.9585348,28.8165824
4976726889,40.9858605,28.7934934
4977193423,40.9750557,28.7930889
4977262023,40.9862369,28.7911549
4977352579,40.9796096,28.780418
4977352580,40.9796314,28.7805387
4978760081,40.9805743,28.8630503
4979278177,40.9638587,28.8173795
4979278179,40.9643161,28.8166749
5674276004,40.9844642,28.8529074
5674276006,40.98468,28.8531773
5777569434,40.9793961,28.7946781
5777569436,40.9790551,28.793787
5777569437,40.9795702,28.7940151
5777925705,40.9997762,28.8796002
5777925709,41.0002843,28.8817107
6300279742,40.9832374,28.8537756
6367407127,40.9902751,28.8793674
6367407135,40.9895361,28.8818268
6392046659,40.9756775,28.7907513
6761742240,40.9627167,28.8189655
6761742242,40.9628123,28.8188039
6761863770,40.9688546,28.8344446
6885004776,40.9801157,28.8851085
7242709082,40.9901853,28.8326076
7242709083,40.99016,28.8343296
7242733586,40.9898531,28.8356002
7242733589,40.9899953,28.8367397
7631602537,40.986208,28.8542854
7908632925,40.9741475,28.793849
7968198693,40.9768346,28.8654459
7968198696,40.9772768,28.865746
7968198697,40.9766682,28.8662194
8021836408,40.9808333,28.8628892
8739267330,40.9869118,28.7968083
8745873128,41.0002707,28.8853704
8745909513,40.9980852,28.8742512
8746470341,40.9922789,28.8541262
8746606022,40.9912358,28.8370473
8837111732,40.9867538,28.7972364
8857549277,40.97781,28.8690295
8857549280,40.9779787,28.8686586
8857549288,40.9769675,28.8724144
8857549298,40.9763394,28.871823
8857549308,40.9771679,28.8687734
8857558117,40.9772516,28.8677293
8857558134,40.9752095,28.8660912
8859366358,40.9740891,28.8745337
8859366389,40.9787825,28.863757
8859366391,40.9790968,28.864149
8859366393,40.9787204,28.8639525
8859366397,40.9786346,28.864387
8859366405,40.9787221,28.8644907
8859366420,40.9770275,28.8590703
8859366425,40.97707,28.8592801
8859366459,40.9771466,28.8590963
8868871213,40.9860308,28.8567233
8868878855,40.9879184,28.8522711
8871992937,40.9818906,28.8514021
8871992938,40.9818644,28.851829
8871992990,40.97625,28.8523842
8871992995,40.9760512,28.8524823
8871993006,40.9773946,28.8516697
8871993014,40.9763274,28.8521772
8873045392,40.9758739,28.8523689
8873045396,40.9759478,28.8525496
8875766407,40.9597371,28.8177822
8875766408,40.9579243,28.8150909
8875766412,40.9610549,28.8193295
8875825617,40.960923,28.8175061
8875825618,40.960871,28.8174677
8875825619,40.9610082,28.8174131
8880083822,40.958157,28.8240747
8880083825,40.9575163,28.8224459
8880083834,40.9613736,28.8212581
8880083835,40.9638949,28.8423391
8880802727,40.9725689,28.7960452
8880802729,40.9726583,28.7957876
8883675950,40.9745057,28.7940118
8883675951,40.9743942,28.7939933
8883675952,40.9745066,28.7939618
8883675961,40.9744635,28.7940598
8883675962,40.9744488,28.7939086
8883676010,40.9748892,28.7822556
8883676016,40.974857,28.7824173
8883679919,40.9749128,28.7823773
8883679923,40.9747956,28.7823057
8883679946,40.9773184,28.7813773
8884099780,40.9816449,28.7806725
8884099783,40.9815757,28.7806776
8884099787,40.9837193,28.7805471
8884099807,40.9853726,28.7898587
8887329233,40.978895,28.8009473
8887329234,40.9793588,28.8015454
8887329249,40.9803583,28.8028512
